CHANNELTITLE,CATEGORY_TITLE,CHANNEL_VIEW_COUNT
Goal Deutschland,Sports,199461960
Virgin Media Sport,Sports,199407739
JUCA,Autos & Vehicles,199106555
Practical Engineering,Education,199101712
Corinthius,Gaming,198802776
이과장,People & Blogs,198539616
Bentellect,Comedy,198378057
W2SPlays,Gaming,197924692
The Sims,Gaming,197888979
CBS News,News & Politics,197776976
はじめまして松尾です,Comedy,197490037
Demi and Tom,People & Blogs,197155445
vicesat,Autos & Vehicles,196588659
Alexa Real,Gaming,196369233
Amyy Woahh,Comedy,196259932
Austin Evans,Science & Technology,196032139
Salonayyy,Comedy,195744464
Willyrex,Gaming,195734135
Dr Karan,Film & Animation,195720558
スクワッドSQuaD,Comedy,195186855
Saksham magic,Film & Animation,194778042
TBS NEWS,News & Politics,194342543
동현kldh,Sports,193802419
Cam&Fam,People & Blogs,193048475
Miss XiaoLin,People & Blogs,192516526
Unus Annus,Comedy,192287636
CircleToonsHD,Film & Animation,192207550
日常組,Gaming,191617537
1분미만,Howto & Style,191540270
Hassan,Comedy,191422848
Ketan mehta,People & Blogs,191396642
AmazinG SatisfyinG,People & Blogs,191395092
First We Feast,Howto & Style,191276595
LaurenzSide,People & Blogs,191202288
Dhar Mann,People & Blogs,190782018
CLEPTON,Comedy,190228298
iskall85,Gaming,189979551
エガちゃんねる EGA-CHANNEL,Comedy,189533589
SeaWattgaming,Gaming,189162985
pierson,People & Blogs,188950941
Google Brasil,Science & Technology,188616815
R NoNonsenseKnowHow,Autos & Vehicles,188127612
Real Federación Española Fútbol,Sports,187795913
Kara and Nate,Travel & Events,187042136
Tasty,Howto & Style,186230905
Mobile Legends: Bang Bang Official,Gaming,185916647
David Cohen,Education,185895874
Just Riadh,People & Blogs,185705645
TierZoo,Education,185550913
sWooZie,Film & Animation,185476524
Chloe Ting,Howto & Style,185331523
Saksham magic,People & Blogs,185310548
Sambhavna Seth Entertainment,People & Blogs,185109782
Lucas Rangel,Comedy,184990701
SBS TV동물농장x애니멀봐,Pets & Animals,184474919
KBS동물티비 : 애니멀포유 animal4u,Pets & Animals,184302682
Salmans Family,Comedy,183987579
고기남자 MeatMan,Howto & Style,183362360
Desi Gamers,Gaming,183060452
Zoe Sugg,People & Blogs,183009520
rekrap2,Gaming,182670864
Mumbiker Nikhil,People & Blogs,182666824
Tubbo,Gaming,182541814
xBuyer,Gaming,181924625
나혼자산다 STUDIO,People & Blogs,181625050
eFIXX,Science & Technology,181495399
CarSutra,Autos & Vehicles,180956396
피식대학Psick Univ,Comedy,180792541
Daniel Thrasher,Comedy,180359622
Facts Digger Official,Autos & Vehicles,180334900
まあたその「ほぼメインチャンネル」,People & Blogs,180298340
All Blacks,Sports,179988378
TomSka,Comedy,179932080
Fédération Française de Football,Sports,179823972
Energiapersonal shorts,Education,179708001
kiu기우쌤,Howto & Style,179488304
SkinSpotlights,Gaming,179478013
Meli Rico,Gaming,179448178
Berm Peak,Sports,179136754
Noothukku Mutta,Comedy,178583857
키에커,Film & Animation,178079806
PGA TOUR,Sports,177541510
Flash in Rahul,Gaming,177511001
CRACKS,Gaming,177430256
England,Sports,177368017
Matthew Beem,People & Blogs,177212549
ANNA KOVA,People & Blogs,176665653
Pakoyaso,People & Blogs,176512125
Sky News,News & Politics,176303089
Poisson Fécond,Education,176301010
Kanye West,People & Blogs,176110444
Brady Brandwood,Howto & Style,176102829
The Duke and Duchess of Cambridge,People & Blogs,176024810
Noticias Telemundo,News & Politics,175796343
Lele Pons,Comedy,175760736
Doug DeMuro,Autos & Vehicles,175167008
Blue Origin,Science & Technology,174968714
MR.INDIAN HACKER {#Shorts},Autos & Vehicles,174925912
INTHESOOP_TV,People & Blogs,174348365
Eruma Saani,Comedy,173891196
DANIEL EL TRAVIESO VIDEOS,Comedy,173725481
Rob Anderson,Comedy,173699591
両学長 リベラルアーツ大学,Howto & Style,173425938
Devin Caherly Shorts,People & Blogs,173047670
Round2hell,Comedy,173025404
FactKnoPle,Education,172645594
НТВ,Film & Animation,172141535
Real Engineering,Science & Technology,172070494
EverythingApplePro EAP,Science & Technology,171747038
PlayStation,Film & Animation,171367630
Brick Experiment Channel,Science & Technology,171253742
DW News,News & Politics,171165297
BeatboxJCOP,Film & Animation,171050190
Varion,Comedy,170483282
André Fittipaldi,Comedy,170373929
Jazzghost,Gaming,170371878
All Things MMA,Sports,170226317
Осторожно: Собчак,People & Blogs,170024610
RyanNotBrian,Gaming,169970063
UFC Russia,Sports,169968471
Ali-A,Gaming,169645778
Village Food Channel,Howto & Style,169108534
Jindaouis,People & Blogs,169045257
Дима Гордей,Autos & Vehicles,168500633
Shoaib Akhtar,Sports,168410894
DAZN Länderspiele,Sports,168366837
토모토모TomoTomo,People & Blogs,168329742
Our Future,Education,168160463
zefrank1,Pets & Animals,167795017
Marc,People & Blogs,167637495
AlondraDessy,People & Blogs,167581736
brewstewfilms,Comedy,167260789
tagesschau,News & Politics,166702095
SecondsOut,Sports,166211992
BibisBeautyPalace,Howto & Style,165833703
Melissa Metrano,People & Blogs,165526560
Yusaku Maezawa【MZ】,People & Blogs,165299559
Shree Brar,People & Blogs,165234380
ONE Championship,Sports,165110502
ONE PIECE公式YouTubeチャンネル,Film & Animation,164587461
Lisa Nguyen,People & Blogs,164514800
Haste Raho,Comedy,164412493
PBS NewsHour,News & Politics,163906655
Sthefane Matos,People & Blogs,163890092
Sparta356,Gaming,163796178
iQIYI 爱奇艺,Film & Animation,163639933
CrossFit Games,Sports,163577044
SBS Sports,Sports,163528697
CNET,Science & Technology,163170074
Drew Talbert,Comedy,163131707
The LaBrant Fam,People & Blogs,163118549
Vyjayanthi Network,Film & Animation,162750099
Cosmo Guy,Gaming,162569367
NZC,Sports,162505254
FloBikes,Sports,162429007
Trash,Education,161740836
Niki and Gabi,Howto & Style,161650860
William Osman,Science & Technology,161614922
Дюшес,People & Blogs,161402166
KAI Channel / 朝倉海,Education,161391151
MONEY TALKS WIRELESS,Science & Technology,161173807
Shemaroo Comedy,Comedy,160202592
Movie Logic,Film & Animation,159676044
Salomundo,Autos & Vehicles,159507071
kemio,People & Blogs,159475951
sanjot nagi,People & Blogs,159428701
UTKARSH CLASSES JODHPUR,Education,158963412
Casually Explained,Comedy,158828012
jun channel,Gaming,158436676
Sky Sports F1,Sports,158326122
スカイピースの平和島,People & Blogs,158197717
Spider Slack,Comedy,157672463
tvN SPORTS,Sports,157586198
Tools Master,Science & Technology,156953882
Franciny Ehlke,People & Blogs,156807497
PWR,Gaming,156708725
Noticieros Televisa,News & Politics,156453535
FitMC,Gaming,156440962
SoyFredy,People & Blogs,156357191
Fishing Freaks,Travel & Events,155943716
SATISFACTION SHORT,People & Blogs,155680347
ILYA BORZOV,People & Blogs,155643882
NANDO,Comedy,155300896
Mikecrack,Film & Animation,155103602
DER SPIEGEL,News & Politics,154606779
The Blondie Boys Shorts,People & Blogs,154055448
Overly Sarcastic Productions,Education,153912903
Vat19 Shorts,People & Blogs,153902326
Sharma Sisters,People & Blogs,153729433
BlacktipH,Sports,153509829
BrentTV,People & Blogs,153147357
Motion Station,Sports,152719118
MM7Games,Gaming,152555772
The Herbert's,People & Blogs,152297772
더블비,Comedy,152281900
Cauã Macedo,People & Blogs,152241841
Pakka Crafty,People & Blogs,152165992
Sports Tak,Sports,151954194
GameTunes,Film & Animation,151890124
Brian Sutterer MD,Sports,151367234
Pulkit shukla TBC,People & Blogs,151190208
XiaoLin cartoon,People & Blogs,151064321
Marvel Latinoamérica Oficial,Film & Animation,150765574
Koray Zeynep,People & Blogs,150619277
my mechanics,Education,150238153
Aston Villa FC,Sports,150166897
FightHype.com,Sports,150008912
Kimberly Shantal,People & Blogs,149612849
Trakin Shorts,People & Blogs,149263576
Dan Povenmire,Comedy,149225514
Телеканал ТНТ,Comedy,149136335
BBC,News & Politics,149103286
The Herberts,People & Blogs,148994777
Lovejoy,People & Blogs,148967349
Real Madrid,Sports,148560259
Chapati Hindustani Gamer,Gaming,148547600
HugoDécrypte,News & Politics,148431349
Optus Sport,Sports,148140237
YRF,Film & Animation,147724244
Coisa de Nerd,Science & Technology,147524768
Brawadis,People & Blogs,147469004
BBC News Hindi,News & Politics,147449921
GeorgeWasFound,Gaming,147421774
CTV News,News & Politics,147398247
Sitara Facts,People & Blogs,147327667
Freduart,Gaming,147299437
BE:FIRST Official,People & Blogs,146802905
ГЛЕНТ,People & Blogs,146671829
Асхаб Тамаев,People & Blogs,146585498
Le Rire Jaune,Comedy,146582338
CaseyNeistat,People & Blogs,146420519
B/R Football,Sports,146342062
Jaclyn Hill,Howto & Style,146206355
FixEye,Gaming,146178004
東映特撮YouTube Official,Film & Animation,146008243
UnspeakablePlays,Gaming,145781909
Трум Трум,Howto & Style,145490616
Tonester Paints,Howto & Style,145180372
Lucas Studio,Comedy,145008567
shane,Comedy,144855731
Behzinga,Gaming,144735625
Fru,Gaming,144728830
jeffreestar,People & Blogs,144614106
릴카,People & Blogs,144571180
Gaurav Chaudhary,People & Blogs,144361522
WillNE,Comedy,144000488
Vinayak Mali,People & Blogs,143995048
TheRelaxingEnd,Gaming,143825023
요리용디 Yori Yongd,People & Blogs,143658430
Alejandro Flores,People & Blogs,143111082
OneTwo,Comedy,143039713
LIV Comedy,Comedy,142740197
GEVids,Gaming,142621394
Funcho,Comedy,142402740
Dylan Lemay,People & Blogs,142250483
BadComedian,Comedy,142139903
YOLO,Comedy,142094371
Concept Reelers,People & Blogs,141443550
뉴스1TV,News & Politics,140724221
Neuralink,Science & Technology,140646144
MotoGP,Sports,140421969
ABC7,News & Politics,140352809
The Infographics Show,Education,140276506
The Church of Jesus Christ of Latter-day Saints,People & Blogs,140271198
Jack Android,Gaming,139857286
Oimavih,Comedy,139844118
BUBBLEGUN,People & Blogs,139764324
Fivio Foreign,People & Blogs,139757655
xisumavoid,Gaming,139559777
실화 On,News & Politics,139323430
Claudipia,Howto & Style,139260488
올리버쌤,People & Blogs,139219518
TVアニメ『東京リベンジャーズ』チャンネル,People & Blogs,138923877
Robin Hood Gamer,Gaming,138827171
Louis Weisz,Science & Technology,138591421
JPAPA CHANNEL,Gaming,138359330
병맛교수 Gyosu Animation,Film & Animation,138211072
CABHEY RIDE ON!!,Autos & Vehicles,138202066
ТОПЛЕС,Science & Technology,137667059
BANDAI NAMCO Arts Channel,Film & Animation,137508361
TG Plays,Gaming,137411440
Enola Bedard,People & Blogs,137329447
Автосалон Синдиката,People & Blogs,137158858
Crafty Panda,Howto & Style,137072941
東宝MOVIEチャンネル,Film & Animation,136994233
Hello There,Film & Animation,136015098
Domics,Comedy,135915063
Talokudo,Comedy,135567745
Brave Wilderness,Pets & Animals,135386890
MostTechy Shorts,People & Blogs,135335404
RMC Sport,Sports,135247551
Mechanic Steve,Autos & Vehicles,134937286
Pepe El Mago,Gaming,134575137
Disney Parks,Travel & Events,133789384
Kuplinov ► Play,Gaming,133489730
McYum,Gaming,133353528
Leeroy will's wissen!,People & Blogs,133293344
FOODY VISHAL,People & Blogs,133272670
Tennis TV,Sports,133234507
Laksh Dadwani,People & Blogs,133199262
Pamela Reif,Sports,133014802
Çukur,Film & Animation,132720377
ポケモン公式YouTubeチャンネル,Film & Animation,132702070
DENYZEE,Comedy,132674401
Pato Horneado,Gaming,132625862
Forzarizon,People & Blogs,132586760
Destiny 2,Gaming,132540537
ShortCircuit,Science & Technology,132438217
Kaz Sawyer,Science & Technology,132412020
Andrew Davila,People & Blogs,132359321
먹보스 쭈엽이,People & Blogs,131910909
Kiza Gameplays,Gaming,131884899
アニプレックス,Film & Animation,131838372
집나간아들 Runaway Son,Howto & Style,131799902
Golemcito Games,Gaming,131686852
El Fedelobo,Gaming,131621649
보물섬,Comedy,131542042
Browney Shorts,People & Blogs,131393995
IVE,People & Blogs,131318050
Flash in Rahul,Film & Animation,131236504
Street Gang Music,People & Blogs,131162621
논리왕 전기,People & Blogs,130948360
Hungry Birds Inside,People & Blogs,130747464
Priyal Kukreja,People & Blogs,130627808
Enaldinho,Comedy,130496890
JayzTwoCents,Science & Technology,130491249
DAZN Japan,Sports,130466712
Fred Lammie,Film & Animation,130439187
Narendra Modi,News & Politics,130334452
채널 NCT DAILY,People & Blogs,130185107
Ph1LzA,Gaming,130098558
Telemundo Deportes,Sports,130029183
Windows,Science & Technology,129709981
Moose,Gaming,129346499
DanTDM,People & Blogs,129265994
Eamon & Bec,Travel & Events,129180352
Spider-Man,People & Blogs,128788179
Manoj Saru,Science & Technology,128699857
川口春奈オフィシャル はーちゃんねる,People & Blogs,128466051
T5G,Gaming,128116736
TNT Sports México,Sports,128054362
배말랭,People & Blogs,127913729
HALO,Gaming,127821304
Zach Choi ASMR,People & Blogs,127793445
Lionfield,Comedy,127684944
ARMWRESTLING TV,Sports,127580817
Emirichu,People & Blogs,127330858
가나쌍둥이Ghana Twins,Comedy,127219923
Wolves,Sports,127205009
끼불이,People & Blogs,127071641
Natoo,Comedy,127009088
코코보라,Education,126989715
Clash Royale en Español,Gaming,126966259
Baby Queen,People & Blogs,126808072
julia k crist,People & Blogs,126774062
Pixid,People & Blogs,126420359
거눈 GONOON,Gaming,126405532
We Are One,Comedy,126239904
bald and bankrupt,Travel & Events,126010178
Enaldinho,Gaming,125801138
Cold Ones,Comedy,125757344
Daniel Krafft,Education,125692266
World of Warcraft,Gaming,125595333
Ben Foster - The Cycling GK,Sports,125148400
Rocket League,Gaming,124786593
March Madness,Sports,124754309
THE RACE,Sports,124628532
Problems,People & Blogs,124599478
SlayyPop,Gaming,124063793
MATH,Comedy,124026802
RaulD33,People & Blogs,124025550
지현꿍,People & Blogs,124019183
コムドット,Film & Animation,123826049
Александр Невзоров,News & Politics,123714902
My Village Show,Comedy,123603527
백종원의 요리비책 Paik's Cuisine,People & Blogs,123500067
Ibai,Gaming,123315304
MadeByMoRe,People & Blogs,123271596
janin al chair,People & Blogs,123107912
LoL eSports BR,Gaming,123090389
GameSpot,Gaming,122964127
Unreal Engine,Gaming,122583089
Evbo,People & Blogs,122481239
Danish5star,People & Blogs,122024975
TyC Sports,Sports,121896882
The Top Comics,Film & Animation,121752432
SunlessKhan,Gaming,121570824
442oons,Sports,121554564
はじめしゃちょー2 (hajime),Gaming,121543121
Mileninha Teen,Comedy,121480389
varlamov,News & Politics,121472288
Everyday Astronaut,Science & Technology,121318367
South China Morning Post,News & Politics,121285655
제주커플jeju-couple,People & Blogs,121220342
Parrot,Gaming,121009717
AmazingPhil,People & Blogs,120773776
Thalys Vinicius ,Gaming,120743143
Chennai Super Kings,Sports,120696858
Jay Foreman,Comedy,120652810
NBA Brasil,Sports,120376174
SPOiler 스포일러,Sports,120372159
Sky Sports News,Sports,120348534
SonyPicturesMéxico,Film & Animation,120278572
MrStiven Tc,Gaming,120258464
Amazon Prime Video,Film & Animation,119914556
KTV,Comedy,119764198
연합뉴스TV,News & Politics,119650414
consejosjavier,Howto & Style,119557107
Hornstromp 3D,Gaming,119292761
BehindwoodsTV,Film & Animation,119271016
ELLE,Howto & Style,119266794
Smosh,Comedy,119214783
Rebecca Rogers (Mrs. Rogers),Comedy,119158265
Driver61,Autos & Vehicles,118973105
McCreamy,Gaming,118856490
Block Facts,Gaming,118738771
Binaziz animation,Gaming,118362217
Crescendo com Luluca,People & Blogs,118356661
썰레임 Ssuleim,Comedy,118274217
Nessa Barrett,People & Blogs,118107902
Technology Connections,Science & Technology,118100242
Zerkaa,People & Blogs,118045016
TRUE GYM MMA,Sports,118010548
MollyMae,People & Blogs,117888876
ABEMA 格闘CH【公式】,Sports,117613565
那須川天心チャンネル,People & Blogs,117500634
Sportschau,Sports,117427693
ОЛЕЖЭ,Comedy,117262518
MrGamerJay,Gaming,117081455
Judo Sloth Gaming,Gaming,117033058
Wylsacom,Science & Technology,116972590
【公式】Fate/Grand Order チャンネル,Gaming,116889051
The J Family,People & Blogs,116763118
Pjdivya Official,People & Blogs,116741194
AFP News Agency,News & Politics,116643138
이과형,Science & Technology,116608422
Kiingtong,Gaming,116399417
KAzeruKo's Kawa,Comedy,116168110
Wine XD,Gaming,116161485
MILENIO,News & Politics,116144407
McLaren,Sports,116089886
bestdressed,Howto & Style,115915176
混血のカレコレ,Film & Animation,115761693
Garbaj,Gaming,115753144
CouRage Shorts,People & Blogs,115672731
DAZN Fußball International,Sports,115610694
Steven He,Comedy,115580667
TheStradman,Autos & Vehicles,115539416
Mati Spano,Gaming,115501384
Bazar du Grenier,Gaming,115368031
Doctor Tristan Peh,Education,115232703
free지아,Howto & Style,115218543
読売ジャイアンツ,Sports,115167512
KFATV_한국 축구 국가대표팀,Sports,114952399
GQ Sports,Sports,114849226
GUI POLÊMICO,Comedy,114708798
Slogo,Gaming,114610927
Rick Shiels Golf,Sports,114586099
Object,Gaming,114453965
TBJZL,Gaming,114343376
Shirahaha,Howto & Style,114323075
NHK,Sports,114186506
Joshua Weissman,Howto & Style,114180662
Gunnar Deatherage,Howto & Style,113882781
FREESTYLEBENDER,Sports,113843646
사유리TV,People & Blogs,113642200
Bronzo,Gaming,113634856
Onevilage,Comedy,113627982
Haminations,Comedy,113584971
ウルトラマン公式 ULTRAMAN OFFICIAL by TSUBURAYA PROD.,Film & Animation,113518894
사나이 김기훈,Comedy,113518542
빠니보틀 Pani Bottle,Travel & Events,113414015
STA Studios,Gaming,113090234
UEFA,Sports,112898842
Jing Fishing,People & Blogs,112872591
Gyan Gaming,Gaming,112798112
Daniela Rodrice,People & Blogs,112796947
きまぐれクックのサボり場,Howto & Style,112511016
ElJuaniquilador,Gaming,112222590
みきおだ【MIKIODA】,Comedy,112023114
SpreenDMC,Gaming,111860722
Grant Cardone,Education,111764380
SidemenShorts,People & Blogs,111692581
COLORIDAS,People & Blogs,111603948
バカイト【Bakaito】,People & Blogs,111548878
